Question Rank,Movie ID,Movie Title,Distribution,Hype,Recency,Audience,Sentiment,Style,Drama,Thrill,Release,Action
235,236,A Few Good Men,0.673,1.423,-1.204,0.985,-1.993,2.388,-5.135,-2.380,-1.687,-0.621
236,237,Slumdog Millionaire,3.119,-0.582,0.073,-0.448,-0.689,-0.443,0.539,0.519,-1.051,-2.162
237,238,Rush Hour,-0.284,-0.378,1.675,1.386,-2.401,2.538,-2.318,1.088,-0.283,0.218
238,239,The Blair Witch Project,2.003,-2.310,1.994,2.675,-0.181,-0.353,1.515,-3.104,-0.628,-2.774
239,240,Deep Impact,2.346,0.979,-6.885,-1.748,0.139,-0.596,0.882,-2.935,-1.722,-2.369
240,241,Rush Hour 3,-2.397,-1.979,0.161,-1.643,-0.388,1.592,-1.712,-0.334,0.230,1.170
241,242,Look Whos Talking,-2.124,-0.658,-0.653,-1.217,0.720,0.256,2.390,-0.215,1.944,-0.578
242,243,Stuart Little,2.419,1.297,0.978,2.442,-0.013,0.240,1.180,-2.038,-0.281,0.167
243,244,The Matrix Revolutions,-0.087,-3.446,-1.495,0.461,-4.293,-1.188,-0.701,2.349,0.671,-1.425
244,245,The Santa Clause 2,-0.193,0.262,0.676,0.349,-0.608,-1.815,0.365,2.811,-1.446,1.473
245,246,Cheaper by the Dozen,-1.079,-0.215,-0.913,1.965,-1.938,0.981,0.164,-0.990,1.521,-2.243
246,247,Bad Boys II,-1.741,1.211,-0.318,2.107,-0.419,-2.049,1.930,1.842,-2.914,0.662
247,248,21 Jump Street,-2.063,-0.222,-1.016,-1.615,0.129,0.003,2.136,0.160,-0.688,-1.237
248,249,Good Will Hunting,0.208,-0.613,-0.540,-1.737,-3.107,1.106,0.004,0.295,1.555,-0.588
249,250,A Christmas Carol,1.849,0.954,0.903,-0.707,0.959,-0.664,1.131,-0.307,-2.100,1.393
250,251,Dinosaur,-0.612,-1.695,-0.707,-1.206,0.505,-2.116,0.369,1.773,1.490,1.602
251,252,Click,-0.293,0.713,-1.282,-2.357,1.189,0.923,-0.319,1.911,1.850,-1.506
252,253,The Green Mile,-2.672,-2.765,1.589,2.244,-1.559,0.557,0.913,1.830,-2.416,-2.073
253,254,Ransom,0.843,0.683,-0.145,-0.084,1.337,1.348,0.603,-2.321,1.075,-0.484
254,255,Godzilla,-1.629,2.935,1.827,0.588,-1.075,1.592,-1.093,0.099,-1.655,1.728
255,256,101 Dalmatians,1.154,-2.028,-1.724,-0.566,-0.623,-0.024,-1.216,1.707,-0.059,-0.501
256,257,Anger Management,0.028,1.343,1.194,-0.163,-1.451,0.291,0.691,1.412,-0.575,0.807
257,258,The Kings Speech,-3.983,0.041,-1.739,-0.149,-2.779,0.251,-0.278,0.360,-0.473,-0.802
258,259,Chicken Little,0.113,0.108,-0.205,-0.547,-2.546,-0.908,-2.294,0.470,-0.901,0.301
259,260,Patch Adams,1.633,1.555,-2.337,-0.780,2.177,-2.117,0.382,0.398,-1.401,-0.359
260,261,The Incredible Hulk,0.888,-2.491,1.041,0.540,-1.021,-2.173,-0.175,0.352,-1.045,-1.372
261,262,Live Free or Die Hard,0.077,1.098,1.111,0.863,-0.739,-0.251,-0.175,0.059,1.737,1.195
262,263,Wanted,0.579,1.605,0.519,1.174,2.628,1.942,-0.859,0.033,-1.037,-1.113
263,264,Superman,-2.197,-2.563,-1.886,-0.014,0.011,1.633,1.640,0.417,-3.363,-0.866
264,265,The Rock,-0.083,0.214,0.138,0.259,-0.995,-1.674,-0.466,-0.495,-1.910,-2.298
265,266,Mission: Impossible III,0.032,-2.527,0.458,0.301,-0.167,1.566,-0.630,-0.436,-0.711,1.015
266,267,The Godfather,0.452,0.072,-0.821,-0.245,-0.174,0.133,-2.886,-0.227,1.923,1.675
267,268,Troy,1.526,1.543,-2.962,0.642,-0.685,-1.192,-1.829,-1.526,0.172,2.121
268,269,Angels & Demons,-1.290,1.640,0.929,0.918,0.806,2.013,1.782,-1.153,1.757,1.473
269,270,Alvin and the Chipmunks: Chipwrecked,1.284,0.987,1.139,-0.363,-2.183,-0.406,-0.106,-0.294,-3.137,-1.947
270,271,Bringing Down the House,-1.670,1.518,1.703,-1.591,0.067,0.852,-2.742,0.745,0.269,1.491
271,272,The Departed,-4.091,0.148,-0.348,1.774,-1.051,0.607,0.937,-2.458,-2.554,1.425
272,273,Hulk,1.526,0.640,0.253,-0.532,0.826,-3.342,0.607,-0.448,-1.426,-0.332
273,274,Minority Report,-0.019,0.327,-0.965,-1.460,0.531,-1.144,-0.166,2.205,-1.676,-0.113
274,275,Fantastic Four: Rise of the Silver Surfer,-0.420,0.590,-0.383,-1.040,1.041,1.181,-0.676,0.037,0.018,-0.478
275,276,The Last Airbender,-1.018,-0.248,-1.902,-1.190,-0.668,0.519,0.700,-2.321,1.235,-0.841
276,277,Lara Croft: Tomb Raider,0.650,0.077,-1.321,0.983,-1.249,0.775,-1.269,0.979,1.122,1.652
277,278,The Silence of the Lambs,0.452,0.626,-0.262,-0.525,0.225,-0.481,-1.067,2.223,0.930,1.276
278,279,"Honey, I Shrunk the Kids",-1.112,1.334,-2.351,0.312,-1.397,1.065,0.788,-0.268,-3.035,-0.950
279,280,The Flintstones,0.159,-1.224,-0.618,-0.457,-0.312,-0.302,-2.675,2.479,0.254,-0.759
280,281,Lethal Weapon 4,0.422,-0.498,-0.498,-2.508,-0.295,0.500,-2.746,-0.294,0.132,-0.816
281,282,Get Smart,-0.231,0.214,-0.967,-1.065,3.035,-1.249,0.512,-0.227,0.956,-0.274
282,283,American Gangster,1.619,0.216,0.881,1.203,0.990,0.050,0.109,1.507,-0.534,1.423
283,284,American Beauty,1.860,-2.320,-1.430,-2.243,1.222,0.600,-0.029,0.124,0.966,-1.410
284,285,An Officer and a Gentleman,0.163,-0.126,-0.054,1.249,0.531,0.899,1.050,0.894,-0.001,1.248
285,286,The Ring,0.732,-1.206,-1.157,1.204,0.144,-0.275,0.665,0.211,-0.425,1.656
286,287,The Nutty Professor,0.876,1.326,1.891,0.331,0.442,-2.200,-0.771,-1.661,-0.266,0.783
287,288,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,0.984,-1.617,0.215,-0.396,0.310,0.253,0.800,-2.364,1.499,1.320
288,289,Robots,-3.332,-2.202,-1.226,0.046,-0.591,0.390,1.276,-3.207,0.610,1.100
289,290,Coming to America,2.935,-1.045,0.004,-2.835,0.030,0.559,-2.313,0.948,0.652,2.292
290,291,"Crouching Tiger, Hidden Dragon",-1.208,1.659,-0.959,1.655,-1.624,1.367,-0.456,1.172,1.608,0.091
291,292,Shutter Island,0.804,0.134,0.363,0.647,2.224,-2.958,-2.157,-0.116,-2.971,-1.134
292,293,Rocky IV,-1.141,-2.342,0.242,-0.206,1.773,-0.610,-2.084,-0.423,-0.299,1.673
293,294,Enchanted,-1.443,-2.744,-0.500,1.265,1.140,-0.551,0.805,2.008,0.774,0.165
294,295,The Curious Case of Benjamin Button,-0.064,-0.922,1.042,1.497,-0.777,0.327,1.195,-2.967,-1.065,1.078
295,296,Sweet Home Alabama,-0.206,-0.236,-2.545,-3.689,1.257,-0.208,1.409,-0.262,-0.958,-1.001
296,297,Dumb and Dumber,-0.343,-0.819,-0.526,2.002,0.020,-1.009,-0.378,0.595,-1.095,0.485
297,298,2 Fast 2 Furious,1.618,1.105,-0.052,-1.363,-2.775,1.326,-0.099,-0.501,-1.035,1.895
298,299,My Best Friends Wedding,0.741,-1.681,-1.081,1.866,0.027,0.179,-1.925,-0.961,0.451,-2.391
299,300,Super 8,-2.737,-1.847,2.137,2.372,-0.312,-0.571,-1.584,0.016,-0.307,2.397
300,301,The World Is Not Enough,1.914,1.126,2.752,-2.652,0.276,1.071,1.248,-2.004,0.759,0.640
301,302,Smokey and the Bandit,1.240,-1.941,-2.433,0.271,0.194,0.788,0.120,1.689,-1.127,0.692
302,303,Sleepless in Seattle,1.484,-0.882,-0.358,0.741,0.673,0.407,-0.946,2.127,-2.107,2.448
303,304,Bee Movie,-1.523,0.191,1.477,-0.325,0.177,-0.905,0.438,-0.445,1.007,0.847
304,305,Prometheus,1.126,0.027,2.314,1.429,1.521,-1.603,-2.328,-1.941,1.555,0.416
305,306,Mr. Deeds,-1.194,-0.679,1.497,1.614,1.296,0.532,-0.162,0.724,0.915,0.735
306,307,Safe House,-0.787,0.244,-2.064,-0.539,1.804,-0.796,0.171,-0.290,0.464,1.384
307,308,The Truman Show,-0.448,0.745,2.159,0.090,0.484,0.551,-1.920,-1.254,-0.228,0.373
308,309,Erin Brockovich,-0.646,-0.614,1.223,1.099,-2.071,-0.818,-1.511,2.168,0.615,-0.863
309,310,Oceans Twelve,-0.038,-1.078,-0.746,-2.299,1.326,-1.609,1.225,1.246,1.335,-1.870
310,311,Terminator Salvation,1.258,-0.887,-0.036,1.897,-2.047,2.518,-0.088,-1.996,1.526,-1.712
311,312,Charlies Angels,0.741,-1.385,0.430,0.695,-0.767,1.535,1.972,-0.839,1.533,0.191
312,313,Tomorrow Never Dies,-2.289,-1.480,1.674,2.179,0.307,-0.543,-2.555,0.864,-2.054,2.060
313,314,The Vow,-0.306,-0.535,0.095,-0.552,1.301,0.307,0.504,0.194,1.920,-1.066
314,315,Cloudy with a Chance of Meatballs,1.120,-0.585,1.693,-0.610,0.935,0.497,-0.490,-0.058,-2.506,0.260
315,316,The Devil Wears Prada,0.349,-0.724,1.352,1.326,-1.209,1.703,-0.088,-0.126,-0.877,0.472
316,317,Rocky III,1.079,1.673,0.310,0.045,0.678,0.134,-0.759,-0.953,-1.303,-2.330
317,318,Traffic,0.196,3.770,-1.315,0.056,0.408,-0.909,0.712,-1.469,0.397,-0.243
318,319,The Birdcage,-0.021,-0.167,1.932,1.107,-1.157,-0.766,1.523,-1.110,1.163,-0.251
319,320,Rango,-0.075,-0.400,1.125,0.852,-0.108,-1.208,0.778,1.082,-1.083,0.409
320,321,The Nutty Professor II: The Klumps,0.370,-1.010,0.989,-0.899,1.362,0.463,-1.124,0.542,-0.290,1.545
321,322,Clear and Present Danger,1.792,-0.570,-1.446,-0.850,-6.693,0.649,2.318,-0.886,1.013,-1.970
322,323,The Hunt for Red October,-1.435,-2.492,1.393,-1.048,0.098,0.228,-0.973,-2.096,-1.613,0.144
323,324,The Bodyguard,-0.427,-0.693,1.656,0.940,1.497,0.460,1.159,-2.322,-1.973,-0.015
324,325,Waynes World,-0.819,1.604,0.209,0.467,-0.131,1.301,-0.464,1.572,1.051,-0.925
325,326,The Bourne Identity,1.333,0.741,-1.753,2.401,-0.975,2.068,0.688,0.217,0.195,-0.894
326,327,Superbad,1.259,-0.964,0.433,1.337,-0.208,-0.055,-0.676,1.247,0.670,0.348
327,328,Speed,1.035,-0.379,-1.466,0.190,0.489,-0.813,-2.508,0.887,-0.607,-1.011
328,329,50 First Dates,0.721,-0.416,1.588,1.800,0.319,0.902,-1.425,1.170,-1.435,-0.239
329,330,Mulan,-1.449,-0.831,0.474,0.592,0.055,-1.179,1.637,1.084,-0.242,-1.316
330,331,Inglourious Basterds,0.006,-1.368,-1.037,0.103,-0.549,2.034,-0.145,-1.604,-0.896,0.160
331,332,Seabiscuit,0.645,-1.590,-2.176,-0.196,-1.221,-0.694,0.817,-1.461,0.157,1.272
332,333,Van Helsing,-1.795,1.590,0.540,0.175,1.811,1.293,0.537,-1.646,-3.737,1.627
333,334,Four Christmases,0.750,1.224,0.657,0.026,0.855,-0.784,-1.170,0.599,-1.139,-2.466
334,335,National Lampoons Animal House,0.533,0.410,-0.427,0.668,1.503,0.019,0.830,-1.223,0.986,0.580
335,336,I Now Pronounce You Chuck and Larry,0.278,0.358,-0.893,2.317,0.471,-0.500,0.967,-0.717,0.727,-1.831
336,337,The Mask,0.720,-1.277,1.241,0.884,1.927,2.258,1.337,-0.570,1.800,1.330
337,338,Walk the Line,0.810,1.044,1.808,-1.190,-1.849,2.248,1.681,2.668,0.662,-0.615
338,339,G-Force,1.637,1.977,-0.261,-0.665,0.835,-0.786,-1.382,1.223,1.918,0.869
339,340,Total Recall,0.204,1.080,-1.145,-1.586,2.993,1.427,-0.991,-0.190,1.074,-1.653
340,341,The Other Guys,1.397,-1.858,-4.409,-0.379,-1.690,-1.552,0.429,-0.204,0.471,-0.314
341,342,Fahrenheit 9/11,0.974,2.742,-1.272,-0.825,0.950,-0.588,-0.758,0.446,-0.285,1.032
342,343,The Sum of All Fears,-0.476,-1.511,-0.191,0.883,-0.559,-1.536,0.301,-0.034,0.273,3.904
343,344,Hairspray,0.755,2.165,2.197,-0.254,1.708,2.421,-0.606,-0.540,-0.191,-0.349
344,345,The Break-Up,1.841,1.458,0.652,1.012,0.407,-1.017,0.312,1.421,-1.644,1.350
345,346,Lemony Snickets A Series of Unfortunate Events,0.849,0.792,0.972,-1.592,-0.927,-1.653,1.439,-0.283,-0.836,1.842
346,347,Blades of Glory,-1.173,-1.126,1.800,-0.806,-0.429,0.010,1.019,-0.978,0.332,-0.381
347,348,Back to the Future Part II,1.872,-0.117,1.028,1.286,0.780,2.231,2.680,1.145,0.886,-1.498
348,349,Salt,-0.153,-0.877,-1.228,1.658,0.481,-2.186,2.049,1.694,0.575,0.669
349,350,Basic Instinct,-1.348,-1.306,-0.437,-1.168,1.669,0.391,1.820,-1.483,0.444,-0.640
350,351,Big Mommas House,1.615,1.453,1.556,0.607,2.061,0.949,0.805,1.817,1.525,-0.432
351,352,Die Hard 2: Die Harder,2.698,-1.182,0.551,1.736,0.386,1.581,1.527,-0.795,0.669,1.279
352,353,Horrible Bosses,2.014,-0.694,3.125,2.865,-1.273,2.215,1.092,1.371,3.142,1.526
353,354,Rocky,0.472,1.551,-1.085,1.563,0.785,2.683,2.592,0.826,1.161,-1.242
354,355,Jackass 3-D,1.469,-0.732,-0.781,0.621,-0.865,2.027,-0.203,0.696,1.279,1.017
355,356,Oceans Thirteen,-0.044,0.424,0.075,2.450,1.196,0.823,-1.133,1.084,-0.782,-1.152
356,357,S.W.A.T.,-0.226,-0.786,1.601,3.759,2.781,-0.334,1.357,-0.918,2.619,-0.647
357,358,8 Mile,0.334,0.284,-1.632,0.784,-0.326,-0.657,1.243,0.641,3.343,-0.675
358,359,Double Jeopardy,-0.013,0.107,2.986,1.307,-1.198,0.481,-0.798,0.621,-0.476,0.276
359,360,Green Lantern,-0.150,-1.193,-1.055,-0.853,1.302,-0.713,-0.063,-0.720,1.302,0.180
360,361,Notting Hill,-1.183,1.189,3.400,-1.149,2.215,1.480,-1.267,-1.277,0.476,1.572
361,362,Ghost Rider,1.125,0.373,0.562,-0.841,3.563,1.567,-1.147,-0.705,0.054,0.447
362,363,Remember the Titans,0.410,-0.459,-0.708,-0.854,-0.414,-0.113,1.582,-0.114,1.387,-0.018
363,364,District 9,-1.335,1.502,-0.818,3.443,-0.181,1.835,-1.323,-1.438,-1.000,-1.548
364,365,The Karate Kid Part II,0.605,3.024,-1.313,0.494,-1.361,-0.898,-1.567,-0.954,0.805,2.955
365,366,DodgeBall: A True Underdog Story,-0.756,0.544,2.761,-0.115,1.801,1.513,1.235,-0.906,-0.353,2.370
366,367,The Village,1.094,-0.920,-0.408,-0.953,1.038,-0.946,-0.321,-1.214,-0.882,1.717
367,368,Bolt,-1.716,0.125,2.197,-0.584,0.404,1.476,1.699,0.162,3.006,-1.056
368,369,Wild Wild West,-0.625,-0.112,-1.040,-0.545,0.292,-0.980,0.511,2.468,-2.028,-1.783
369,370,The Patriot,1.562,-0.959,1.371,-1.488,0.078,-2.104,1.015,1.750,0.059,2.982
370,371,The Pacifier,1.074,2.667,-0.134,1.132,2.068,-1.140,-1.076,-0.730,-0.284,1.383
371,372,Dr. Dolittle 2,-0.394,1.896,-0.532,-1.665,-0.511,-1.060,1.819,1.243,0.106,-0.212
372,373,The Rocky Horror Picture Show,-1.624,-1.325,-0.951,-1.536,3.153,0.282,-0.237,1.676,-1.023,-0.323
373,374,Spy Kids,3.393,-1.453,-1.912,1.786,-2.346,1.074,1.627,-0.509,1.595,-0.912
374,375,Ghostbusters II,-0.467,0.927,0.112,-0.443,-0.849,0.265,-1.046,-1.501,-0.397,0.547
375,376,Face/Off,-0.056,1.281,-1.097,-0.962,1.010,0.184,-1.645,1.686,-1.178,-1.510
376,377,Twins,2.210,-0.662,0.111,2.130,1.393,-0.747,-1.442,-1.413,0.082,0.759
377,378,Spy Kids 3D: Game Over,-0.388,-1.011,1.586,0.200,3.492,1.315,-0.596,-0.404,0.688,-0.352
378,379,Enemy of the State,-1.940,2.459,1.416,3.875,-1.151,0.716,-0.896,-1.921,0.996,1.457
379,380,The Last Samurai,0.278,1.304,-1.453,1.772,-0.443,-0.751,-2.250,1.448,-0.849,-1.874
380,381,Tropic Thunder,0.991,-0.702,-2.145,-0.950,0.960,1.436,-0.048,-1.515,-0.690,2.270
381,382,Valentines Day,-0.300,2.239,1.375,-1.582,1.299,-1.248,0.577,-1.151,-0.665,2.144
382,383,The Grudge,-1.268,-1.881,-0.193,-2.497,2.912,1.751,1.374,-2.095,-1.687,2.986
383,384,Fun with Dick and Jane,0.373,-1.214,-1.610,-0.741,0.038,2.401,-1.953,0.576,-2.598,-0.230
384,385,Freaky Friday,4.243,0.270,-2.962,0.154,-0.367,-1.699,-0.238,0.048,1.626,0.142
385,386,Bedtime Stories,-0.741,1.692,0.785,0.306,1.475,3.203,1.101,0.461,2.892,1.030
386,387,Scary Movie 3,2.936,-0.153,1.513,-1.437,-1.012,3.214,2.982,-1.198,1.835,-2.806
387,388,Star Trek IV: The Voyage Home,1.371,-0.635,-0.578,-1.232,-1.501,3.000,1.663,-0.921,0.288,0.939
388,389,The 40-Year-Old Virgin,-0.906,0.386,-0.020,-1.176,-0.533,-1.861,-1.446,0.078,0.697,0.241
389,390,Couples Retreat,0.054,-0.337,1.380,1.720,2.630,0.725,-0.817,1.108,-0.558,2.438
390,391,One Flew Over the Cuckoos Nest,0.809,-0.850,-2.127,-0.780,3.062,0.629,2.997,-0.758,-0.223,0.607
391,392,A Time to Kill,-1.513,-0.573,-0.702,-1.188,0.781,0.611,0.053,-0.404,-1.989,0.546
392,393,Black Hawk Down,-2.489,-1.123,0.388,-1.163,-2.243,-0.268,1.646,-1.134,-0.839,-1.434
393,394,Terms of Endearment,-1.266,0.545,1.633,2.540,0.295,-0.434,-0.105,1.528,-1.072,0.694
394,395,Ace Ventura: When Nature Calls,0.094,-1.217,-0.932,-2.055,0.268,-0.853,2.631,-1.444,-1.444,0.963
395,396,The Princess Diaries,0.372,-1.717,-0.564,-0.052,-0.723,0.130,-0.508,-1.033,-1.692,-0.364
396,397,Superman II,0.896,0.099,-0.729,-1.144,2.181,-0.564,-0.341,-1.994,0.163,-1.413
397,398,Hop,0.251,-1.952,-0.468,2.200,1.370,-0.836,0.946,-0.990,1.491,-0.165
398,399,Pulp Fiction,2.201,0.133,-0.635,-0.494,0.942,-0.696,-0.062,3.892,0.240,1.049
399,400,Paranormal Activity,0.542,0.832,-1.018,0.687,0.809,0.056,-2.291,1.393,-0.574,0.815
400,401,Watchmen,-1.445,-1.187,1.823,0.658,-1.127,-1.506,2.727,1.247,-2.151,2.621
401,402,Batman and Robin,-1.026,-0.963,-1.131,-1.304,0.410,0.494,-1.544,-2.232,0.783,-1.113
402,403,Black Swan,-0.991,0.095,-1.518,1.604,0.079,-0.286,2.965,0.641,-1.064,0.225
403,404,Analyze This,0.010,0.197,-1.917,0.200,-0.725,-1.738,-1.787,-2.123,1.842,-1.098
404,405,Chicken Run,-0.750,0.619,-1.000,-2.292,-1.603,0.054,0.660,-2.672,-0.100,2.015
405,406,Miss Congeniality,1.745,-1.599,-2.376,1.923,-0.265,1.751,-1.273,-0.741,0.327,0.522
406,407,Indecent Proposal,-0.061,-0.470,2.083,-0.046,-0.861,0.287,-0.342,-0.392,-1.642,-0.663
407,408,GoldenEye,-0.970,-1.702,0.659,-0.765,-1.040,0.667,-0.866,2.410,-1.649,-1.735
408,409,Kramer Vs. Kramer,-0.711,-0.266,2.362,1.497,-1.597,1.496,-0.997,-1.104,-1.895,0.396
409,410,The Italian Job,-0.866,-1.901,-0.701,-0.183,2.673,-1.200,-0.749,0.660,1.009,-0.979
410,411,How to Lose a Guy in 10 Days,0.891,0.670,-1.026,-0.455,-1.032,-0.836,-1.023,-1.504,1.700,-1.613
411,412,The First Wives Club,-0.452,0.149,-0.238,-0.662,-1.934,-2.017,-1.324,-0.899,-1.612,1.307
412,413,Robin Hood,0.253,1.659,-0.581,0.407,-0.551,-1.679,0.107,0.562,-0.055,-1.332
413,414,Interview with the Vampire,1.060,-1.078,-1.724,-0.853,-0.818,0.062,-1.197,-1.152,-1.619,0.172
414,415,George of the Jungle,-1.691,-2.273,-1.568,-1.167,-0.523,-1.553,-0.597,2.356,-1.137,-0.714
415,416,The Graduate,-2.163,-1.180,2.437,2.665,-1.916,-1.170,-1.265,-2.251,-2.622,-1.405
416,417,Phenomenon,-0.907,-2.150,-1.904,-1.272,-0.967,0.105,-0.143,-1.726,1.077,-0.751
417,418,American Wedding,2.379,-0.836,1.087,0.199,-3.068,1.886,-1.863,2.269,-0.220,-2.688
418,419,Road to Perdition,-0.804,-0.213,-2.575,0.562,-0.022,0.336,0.701,-1.827,-0.601,-0.994
419,420,The Princess and the Frog,-0.946,-0.762,-0.292,-1.273,-1.044,-0.569,-0.618,-2.001,-0.100,-0.735
420,421,The Chronicles of Narnia: The Voyage of the Dawn Treader,-2.204,0.611,-0.900,-1.682,-1.555,0.141,-1.359,1.444,-0.061,0.099
421,422,Daddy Day Care,-1.129,-1.966,1.357,-1.748,1.017,0.824,-1.751,0.778,0.197,-0.608
422,423,Paranormal Activity 3,-2.076,-1.874,-0.544,-0.459,-3.388,4.191,1.760,0.785,-1.082,-0.140
423,424,Journey 2: The Mysterious Island,0.345,1.924,-0.747,-1.814,0.656,1.850,2.225,0.757,1.248,-1.452
424,425,Dick Tracy,-0.287,0.030,0.204,1.973,-2.149,0.278,-0.433,1.532,-1.234,-0.680
425,426,Dreamgirls,-1.901,-0.032,0.067,0.016,3.625,-1.271,1.858,-0.216,-0.575,1.922
426,427,9 to 5,-0.536,-1.019,-0.048,1.877,2.268,-1.658,-1.861,-1.532,-2.177,-0.206
427,428,The Expendables,1.656,-0.881,0.614,1.386,2.042,-0.108,-0.562,-1.031,-2.290,-0.827
428,429,Scream,-0.490,1.537,0.690,-2.279,0.318,2.773,0.000,-0.376,0.612,-1.305
429,430,Just Go With It,1.215,-0.639,-1.919,0.109,-1.592,-3.173,-2.318,-2.072,-1.370,0.947
430,431,The Aviator,0.188,2.113,-1.866,-0.224,0.418,1.106,-1.225,-0.644,-1.567,-0.497
431,432,American Pie,-1.425,-1.399,0.230,-0.188,0.896,0.463,-0.153,-1.415,2.528,0.248
432,433,Daredevil,2.594,2.108,-2.503,1.194,0.420,-1.902,-0.664,-0.484,1.164,0.337
433,434,The Girl with the Dragon Tattoo,1.064,-1.311,-0.237,-1.855,-1.741,-0.717,-0.229,0.216,-1.339,0.257
434,435,The Mummy: Tomb of the Dragon Emperor,0.491,-0.252,0.428,0.927,-2.251,-0.701,1.038,2.323,-0.711,-0.164
435,436,In the Line of Fire,-1.007,0.769,-1.577,-0.698,0.149,-2.859,0.036,-0.623,-0.765,0.168
436,437,Butch Cassidy and the Sundance Kid,0.742,0.267,-0.600,0.920,-2.057,1.684,-2.593,1.863,-1.184,-1.242
437,438,Journey to the Center of the Earth,-1.854,-0.500,0.609,2.724,3.339,1.092,-0.151,-1.258,-0.032,-0.651
438,439,Gone in 60 Seconds,-0.549,1.288,1.208,0.808,-1.785,-0.309,-0.053,1.369,-0.415,1.372
439,440,Eagle Eye,0.416,-0.607,0.380,-0.534,0.647,0.544,1.973,-1.053,-1.553,-0.298
440,441,The Prince of Egypt,2.014,-1.550,0.764,0.493,-0.001,-0.077,0.068,0.565,-1.226,-0.492
441,442,Scream 2,-1.315,-1.113,1.882,1.285,-0.745,-0.028,0.616,0.805,-0.166,1.030
442,443,Eraser,-2.445,2.317,0.709,-2.965,-0.952,0.790,-0.834,-0.403,-0.852,0.526
443,444,Unforgiven,0.875,-0.649,2.501,-0.307,-2.253,-1.204,0.337,-0.347,1.410,-0.871
444,445,The Cat in the Hat,-0.383,-1.114,-0.840,-0.074,-1.090,0.347,0.832,1.846,2.401,0.577
445,446,Con Air,0.290,0.900,-0.307,-1.536,-0.199,-1.586,0.483,1.097,0.119,1.274
446,447,Sleepy Hollow,-0.224,0.050,0.233,-0.303,-1.544,0.239,-0.533,0.466,-0.299,-1.678
447,448,Collateral,-0.361,0.636,0.942,0.173,-1.173,-1.861,-1.192,-0.647,-0.250,-1.712
448,449,Contact,1.571,0.603,1.543,-0.591,-1.185,-0.541,-0.705,-0.568,-0.487,1.138
449,450,Charlies Angels: Full Throttle,1.097,-2.136,1.759,0.351,-0.101,0.871,1.896,-0.390,-0.126,-0.255
450,451,The Pelican Brief,2.394,-0.689,-1.484,-0.905,-0.735,-0.184,-0.892,-0.479,-0.781,0.194
451,452,Vanilla Sky,-1.554,-0.679,0.261,-0.445,-1.290,-0.365,0.296,0.184,-2.307,0.656
452,453,Due Date,-0.308,-0.731,2.171,-0.156,1.254,2.446,2.560,-0.883,-1.396,-0.649
453,454,Million Dollar Baby,-0.740,0.408,-1.801,1.316,-1.025,-0.080,0.448,-0.760,-2.301,0.347
454,455,Jumanji,0.640,-1.404,-1.437,0.378,1.538,0.753,-0.883,-0.580,-0.489,0.749
455,456,Step Brothers,-0.144,-0.970,1.010,0.933,2.161,0.551,-0.634,0.757,-0.123,1.812
456,457,Evan Almighty,0.495,-0.284,0.417,1.014,-0.378,-0.164,-1.652,-1.771,-0.416,0.284
457,458,Shakespeare in Love,0.862,0.261,0.502,-1.806,0.947,-1.931,-0.317,-1.585,-0.285,0.408
458,459,Bad Teacher,-0.447,-0.744,-0.530,-0.410,-0.927,0.709,3.575,-0.922,0.962,0.099
459,460,Yogi Bear,0.365,-0.501,1.078,0.217,-0.278,-0.186,-0.287,-1.325,-0.759,-0.316
460,461,Cowboys & Aliens,0.286,-1.120,3.065,1.024,-1.881,-0.981,0.431,-0.285,-0.072,-0.096
461,462,Parenthood,-0.548,0.484,1.644,2.001,0.516,-0.546,-0.493,0.140,0.430,-0.244
462,463,Die Hard: With A Vengeance,1.966,-3.165,2.026,-0.127,1.083,-0.465,0.584,0.875,0.639,0.610
463,464,Gnomeo and Juliet,-2.134,1.616,-1.096,-0.519,0.021,-0.029,1.951,0.313,-0.432,0.859
464,465,The Green Hornet,0.393,3.432,-0.103,0.808,-0.119,0.075,2.896,2.181,-1.724,1.211
465,466,Date Night,-0.144,0.301,0.752,-1.098,3.310,2.237,0.781,1.197,-0.529,0.035
466,467,Meet the Robinsons,0.592,-0.690,0.725,1.946,-0.878,-0.589,-1.463,-0.588,-1.762,-0.198
467,468,Yes Man,0.717,-0.204,2.049,0.067,-0.576,-1.401,-0.413,-0.521,1.627,0.309
468,469,Inspector Gadget,-0.154,0.123,2.296,-0.009,-0.563,0.729,2.167,0.748,1.881,0.622
469,470,Public Enemies,-1.375,-0.564,-0.686,-0.956,1.015,1.953,0.963,-1.068,0.433,2.261
470,471,The Social Network,0.893,0.630,-0.352,0.454,0.180,-0.614,0.738,0.464,0.745,0.472
471,472,The Others,0.551,-1.973,0.118,-2.289,-2.137,0.451,-1.047,-1.588,-0.859,1.364
472,473,Legally Blonde,1.198,1.136,0.964,-1.399,-1.890,0.724,-1.178,1.042,-1.243,-2.324
473,474,Panic Room,-1.578,-0.059,-1.581,-0.828,0.984,1.330,-0.794,1.048,-1.248,-0.299
474,475,Dead Poets Society,0.788,-0.928,-0.803,-0.580,-1.123,-1.072,-1.075,-1.006,1.268,-1.108
